epoch,step,train_loss
0,0,7.649796485900879
0,1,7.018177032470703
0,2,6.596277713775635
0,3,6.2534661293029785
0,4,5.970033645629883
0,5,5.561559677124023
0,6,5.256934642791748
0,7,4.856123924255371
0,8,4.474916458129883
